1	23947	811596
1	869323	870347
1	873418	874049
1	947122	948001
1	963693	964480
1	1011004	1014676
1	1142720	1143140
1	1223235	1225981
1	1385642	1408917
1	1414921	1431564
1	1443564	1445764
1	1522875	1524670
1	1540944	1541951
1	1560902	1678590
1	1772236	1773644
1	1773828	1775617
1	1910363	1913919
1	2024549	2027401
1	2052962	2055996
1	2162137	2163113
1	2211997	2214142
1	2371986	2374312
1	2390258	2391271
1	2568651	2632227
1	2684256	2695047
1	2892801	2894875
1	2918691	2919922
1	3209950	3212147
1	3215378	3217395
1	3499742	3500615
1	3666648	3668400
1	3670538	3671607
1	4123885	4127959
1	4136793	4138963
1	4284607	4286005
1	4364574	4366788
1	4391677	4393717
1	4882351	4883038
1	5163653	5165101
1	5172433	5173497
1	5196672	5197414
1	5403434	5404651
1	5644647	5645443
1	5876632	5878013
1	6434850	6445843
1	6458637	6459610
1	6478144	6520845
1	6762344	6763696
1	6791744	6793120
1	7022698	7023518
1	7483024	7486286
1	7569216	7571526
1	7577659	7579878
1	7645755	7648432
1	7803174	7804451
1	7908778	7909469
1	7924953	7925557
1	7975393	7978304
1	8182407	8191375
1	8247756	8250065
1	8283396	8284766
1	8338200	8338914
1	8360240	8364039
1	8550247	8551722
1	8671492	8688221
1	8715990	8717503
1	8976893	8978092
1	9134124	9136941
1	9171843	9176284
1	9288616	9290845
1	9495961	9497509
1	9594163	9597928
1	9604078	9608569
1	9620054	9622149
1	9846655	9856699
1	9870711	9873100
1	10067195	10072312
1	10249581	10252126
1	10369419	10378885
1	10482481	10483779
1	10543554	10545994
1	10636609	10644047
1	10954263	10956128
1	11037100	11038109
1	11054671	11056071
1	11060115	11062306
1	11230360	11232253
1	11541442	11543200
1	11682894	11683189
1	11989869	11995450
1	12131652	12134047
1	12165946	12168814
1	12743406	12746628
1	12805273	12807019
1	12836475	13219695
1	13320146	13329526
1	13341039	13346925
1	13486135	13490550
1	13703978	13711375
1	13774085	13777459
1	13854191	13854379
1	13883487	13884472
1	14163041	14167016
1	14436003	14438960
1	15089658	15091690
1	15326647	15327591
1	15456144	15461008
1	15557813	15558556
1	15657385	15659461
1	15923947	15927366
1	16019655	16022137
1	16129583	16131430
1	16146193	16148782
1	16150731	16156290
1	16357602	16362300
1	16429703	16435186
1	16749802	16756496
1	16809864	16811594
1	16844734	17279966
1	17361002	17363337
1	17642028	17642920
1	17675887	17677665
1	17997724	18003855
1	18061797	18063027
1	18108503	18109751
1	19386663	19387348
1	19596967	19614527
1	19647190	19648341
1	20126312	20126400
1	20286466	20288570
1	20407086	20410687
1	20497190	20497737
1	20498748	20500533
1	20642983	20643833
1	20864033	20864746
1	20932687	20933893
1	21018079	21019412
1	21344057	21344993
1	21346336	21346941
1	21684973	21687314
1	21757274	21760173
1	21798992	21810917
1	21894389	21896345
1	22117423	22121963
1	22293886	22342339
1	22868674	22871033
1	22886509	22888295
1	23596105	23597377
1	23736152	23737760
1	24091455	24099936
1	24106739	24108455
1	24200209	24201443
1	24223617	24224201
1	24520345	24523704
1	24676709	24681505
1	24804298	24809294
1	24859737	24859802
1	24895744	24901144
1	25201822	25203635
1	25571084	25665177
1	25689575	25753497
1	26268408	26269100
1	26459571	26464632
1	26632997	26633611
1	26961097	26964213
1	27464822	27466118
1	27571331	27572366
1	27979652	27980508
1	28036281	28038946
1	28094222	28096018
1	28445919	28448338
1	28472037	28475736
1	28551346	28554060
1	28833991	28835181
1	28900644	28902425
1	28906068	28906414
1	28957493	28961649
1	29263954	29265088
1	29304428	29306310
1	29720362	29720502
1	30173007	30173965
1	30199948	30204111
1	30738456	30740058
1	31113481	31116605
1	31169520	31171884
1	31514381	31515199
1	31547342	31550766
1	31574646	31577327
1	31697089	31697770
1	31720006	31722524
1	32186503	32187712
1	32448759	32452129
1	32535962	32537597
1	32551042	32552914
1	32698967	32700988
1	32874179	32875606
1	33026365	33027999
1	33102050	33102922
1	33226413	33228411
1	33418172	33421160
1	33785377	33787934
1	33898088	33899105
1	34028740	34029733
1	35030702	35037700
1	35101422	35111976
1	35349257	35350190
1	35504853	35507147
1	36098660	36100699
1	36548666	36552359
1	36642202	36645000
1	36818409	36819529
1	37424182	37426011
1	37521889	37522707
1	37816474	37816722
1	37846187	37847551
1	38132312	38132981
1	38602525	38604796
1	38642191	38645098
1	38906515	38908020
1	39084222	39085825
1	39252614	39253520
1	39277190	39277843
1	39408258	39409958
1	39433146	39440637
1	39561560	39562115
1	39596336	39597314
1	39998265	40001306
1	40285168	40287240
1	40552358	40553640
1	40966773	40970571
1	41021208	41028590
1	41571563	41573208
1	41746259	41749818
1	42071716	42072603
1	42144092	42144419
1	42648939	42652837
1	42838141	42839572
1	42855184	42857734
1	43137007	43138452
1	43274621	43276061
1	43385267	43386611
1	43415676	43416272
1	43538310	43539043
1	43693744	43695543
1	44009344	44009926
1	44776375	44777004
1	45021322	45022406
1	45175100	45176032
1	45257631	45259269
1	45537748	45541057
1	45708640	45709300
1	45766898	45768543
1	45822629	45823453
1	45870210	45871188
1	46090533	46092155
1	46474136	46474541
1	47399562	47399627
1	47441020	47444387
1	47623427	47625580
1	48352568	48353259
1	48722121	48723709
1	48821295	48821478
1	49066354	49067868
1	49068876	49069509
1	49535075	49537575
1	49605767	49606991
1	49619259	49620050
1	49915047	49996326
1	51102541	51103586
1	51128424	51130249
1	51608458	51609358
1	51915152	51917455
1	52094372	52096216
1	53025295	53027218
1	53355471	53357657
1	53366779	53368133
1	53417054	53419763
1	53594098	53596700
1	53933588	53933920
1	54367639	54369730
1	54611853	54615182
1	54894100	54897519
1	55014025	55015465
1	55089226	55095974
1	55301184	55304991
