1	23946	811596
1	869322	870347
1	873417	874049
1	947121	948001
1	963692	964480
1	1011003	1014676
1	1142719	1143140
1	1223234	1225981
1	1385641	1408917
1	1414920	1431564
1	1443563	1445764
1	1522874	1524670
1	1540943	1541951
1	1560901	1678590
1	1772235	1773644
1	1773827	1775617
1	1910362	1913919
1	2024548	2027401
1	2052961	2055996
1	2162136	2163113
1	2211996	2214142
1	2371985	2374312
1	2390257	2391271
1	2568650	2632227
1	2684255	2695047
1	2892800	2894875
1	2918690	2919922
1	3209949	3212147
1	3215377	3217395
1	3499741	3500615
1	3666647	3668400
1	3670537	3671607
1	4123884	4127959
1	4136792	4138963
1	4284606	4286005
1	4364573	4366788
1	4391676	4393717
1	4882350	4883038
1	5163652	5165101
1	5172432	5173497
1	5196671	5197414
1	5403433	5404651
1	5644646	5645443
1	5876631	5878013
1	6434849	6445843
1	6458636	6459610
1	6478143	6520845
1	6762343	6763696
1	6791743	6793120
1	7022697	7023518
1	7483023	7486286
1	7569215	7571526
1	7577658	7579878
1	7645754	7648432
1	7803173	7804451
1	7908777	7909469
1	7924952	7925557
1	7975392	7978304
1	8182406	8191375
1	8247755	8250065
1	8283395	8284766
1	8338199	8338914
1	8360239	8364039
1	8550246	8551722
1	8671491	8688221
1	8715989	8717503
1	8976892	8978092
1	9134123	9136941
1	9171842	9176284
1	9288615	9290845
1	9495960	9497509
1	9594162	9597928
1	9604077	9608569
1	9620053	9622149
1	9846654	9856699
1	9870710	9873100
1	10067194	10072312
1	10249580	10252126
1	10369418	10378885
1	10482480	10483779
1	10543553	10545994
1	10636608	10644047
1	10954262	10956128
1	11037099	11038109
1	11054670	11056071
1	11060114	11062306
1	11230359	11232253
1	11541441	11543200
1	11682893	11683189
1	11989868	11995450
1	12131651	12134047
1	12165945	12168814
1	12743405	12746628
1	12805272	12807019
1	12836474	13219695
1	13320145	13329526
1	13341038	13346925
1	13486134	13490550
1	13703977	13711375
1	13774084	13777459
1	13854190	13854379
1	13883486	13884472
1	14163040	14167016
1	14436002	14438960
1	15089657	15091690
1	15326646	15327591
1	15456143	15461008
1	15557812	15558556
1	15657384	15659461
1	15923946	15927366
1	16019654	16022137
1	16129582	16131430
1	16146192	16148782
1	16150730	16156290
1	16357601	16362300
1	16429702	16435186
1	16749801	16756496
1	16809863	16811594
1	16844733	17279966
1	17361001	17363337
1	17642027	17642920
1	17675886	17677665
1	17997723	18003855
1	18061796	18063027
1	18108502	18109751
1	19386662	19387348
1	19596966	19614527
1	19647189	19648341
1	20126311	20126400
1	20286465	20288570
1	20407085	20410687
1	20497189	20497737
1	20498747	20500533
1	20642982	20643833
1	20864032	20864746
1	20932686	20933893
1	21018078	21019412
1	21344056	21344993
1	21346335	21346941
1	21684972	21687314
1	21757273	21760173
1	21798991	21810917
1	21894388	21896345
1	22117422	22121963
1	22293885	22342339
1	22868673	22871033
1	22886508	22888295
1	23596104	23597377
1	23736151	23737760
1	24091454	24099936
1	24106738	24108455
1	24200208	24201443
1	24223616	24224201
1	24520344	24523704
1	24676708	24681505
1	24804297	24809294
1	24859736	24859802
1	24895743	24901144
1	25201821	25203635
1	25571083	25665177
1	25689574	25753497
1	26268407	26269100
1	26459570	26464632
1	26632996	26633611
1	26961096	26964213
1	27464821	27466118
1	27571330	27572366
1	27979651	27980508
1	28036280	28038946
1	28094221	28096018
1	28445918	28448338
1	28472036	28475736
1	28551345	28554060
1	28833990	28835181
1	28900643	28902425
1	28906067	28906414
1	28957492	28961649
1	29263953	29265088
1	29304427	29306310
1	29720361	29720502
1	30173006	30173965
1	30199947	30204111
1	30738455	30740058
1	31113480	31116605
1	31169519	31171884
1	31514380	31515199
1	31547341	31550766
1	31574645	31577327
1	31697088	31697770
1	31720005	31722524
1	32186502	32187712
1	32448758	32452129
1	32535961	32537597
1	32551041	32552914
1	32698966	32700988
1	32874178	32875606
1	33026364	33027999
1	33102049	33102922
1	33226412	33228411
1	33418171	33421160
1	33785376	33787934
1	33898087	33899105
1	34028739	34029733
1	35030701	35037700
1	35101421	35111976
1	35349256	35350190
1	35504852	35507147
1	36098659	36100699
1	36548665	36552359
1	36642201	36645000
1	36818408	36819529
1	37424181	37426011
1	37521888	37522707
1	37816473	37816722
1	37846186	37847551
1	38132311	38132981
1	38602524	38604796
1	38642190	38645098
1	38906514	38908020
1	39084221	39085825
1	39252613	39253520
1	39277189	39277843
1	39408257	39409958
1	39433145	39440637
1	39561559	39562115
1	39596335	39597314
1	39998264	40001306
1	40285167	40287240
1	40552357	40553640
1	40966772	40970571
1	41021207	41028590
1	41571562	41573208
1	41746258	41749818
1	42071715	42072603
1	42144091	42144419
1	42648938	42652837
1	42838140	42839572
1	42855183	42857734
1	43137006	43138452
1	43274620	43276061
1	43385266	43386611
1	43415675	43416272
1	43538309	43539043
1	43693743	43695543
1	44009343	44009926
1	44776374	44777004
1	45021321	45022406
1	45175099	45176032
1	45257630	45259269
1	45537747	45541057
1	45708639	45709300
1	45766897	45768543
1	45822628	45823453
1	45870209	45871188
1	46090532	46092155
1	46474135	46474541
1	47399561	47399627
1	47441019	47444387
1	47623426	47625580
1	48352567	48353259
1	48722120	48723709
1	48821294	48821478
1	49066353	49067868
1	49068875	49069509
1	49535074	49537575
1	49605766	49606991
1	49619258	49620050
1	49915046	49996326
1	51102540	51103586
1	51128423	51130249
1	51608457	51609358
1	51915151	51917455
1	52094371	52096216
1	53025294	53027218
1	53355470	53357657
1	53366778	53368133
1	53417053	53419763
1	53594097	53596700
1	53933587	53933920
1	54367638	54369730
1	54611852	54615182
1	54894099	54897519
